Timestamp,Number,Duration,Label,spam_probability,predicted_label,fine_euro
2026-04-06 06:13:48,+4917342284304,31,Normal,0.3038,Normal,0.0
2026-01-24 18:34:51,+4916027172765,23,Normal,0.2075,Normal,0.0
2026-02-15 01:35:39,+4917879931148,299,Normal,0.408,Normal,0.0
2026-03-25 19:53:15,+4923176317075,29,Normal,0.1335,Normal,0.0
2026-02-04 12:35:36,+4920171328252,35,Normal,0.2446,Normal,0.0
2026-02-27 23:29:25,+4915745068490,403,Normal,0.1662,Normal,0.0
2026-02-15 22:02:15,+4917692237510,238,Spam,0.4976,Normal,0.0
2026-03-24 21:30:39,+4991174318375,195,Normal,0.2418,Normal,0.0
2026-05-18 03:11:26,+4915280569111,4,Spam,0.5468,Spam,0.2
2026-05-19 16:31:07,+4991144423553,93,Normal,0.2249,Normal,0.0
2026-03-09 02:43:47,+4917202630401,455,Normal,0.1854,Normal,0.0
2026-03-23 07:59:49,+4930715299707,178,Normal,0.2254,Normal,0.0
2026-04-02 20:57:55,+4916004530782,198,Normal,0.3798,Normal,0.0
2026-04-17 13:27:01,+4916377067819,182,Normal,0.4887,Normal,0.0
2026-03-08 20:35:06,+4917694036124,384,Normal,0.1431,Normal,0.0
2026-02-22 19:05:16,+4916370822006,10,Spam,0.6056,Spam,0.2
2026-04-06 10:54:58,+4915537131600,380,Normal,0.3363,Normal,0.0
2026-05-14 08:21:37,+4921132645067,556,Normal,0.2254,Normal,0.0
2026-02-09 15:49:56,+4917612917235,430,Spam,0.5622,Spam,0.2
2026-01-29 05:23:25,+4917117364517,39,Normal,0.3551,Normal,0.0
2026-03-18 13:29:35,+4917588618032,574,Normal,0.2632,Normal,0.0
2026-02-19 12:44:08,+4917949780929,4,Normal,0.1361,Normal,0.0
2026-02-08 01:01:23,+4917580225937,113,Normal,0.2549,Normal,0.0
2026-05-05 13:51:37,+4917571924830,208,Spam,0.6294,Spam,0.2
2026-05-08 03:31:13,+4915594796409,4,Normal,0.144,Normal,0.0
2026-04-09 01:43:54,+4917007193300,566,Normal,0.3025,Normal,0.0
2026-05-22 23:45:37,+4917370088093,394,Normal,0.1336,Normal,0.0
2026-03-12 02:54:56,+4915257379358,209,Spam,0.6735,Spam,0.2
2026-04-07 15:08:28,+4916381625671,540,Normal,0.2459,Normal,0.0
2026-03-20 13:57:05,+4917060892705,93,Normal,0.3154,Normal,0.0
2026-01-27 09:57:55,+4917271374579,512,Normal,0.4471,Normal,0.0
2026-04-24 06:35:11,+4915104804156,441,Normal,0.3103,Normal,0.0
2026-03-03 21:45:04,+4917757968770,143,Spam,0.5684,Spam,0.2
2026-02-15 09:57:10,+4920174748633,415,Normal,0.1482,Normal,0.0
2026-04-29 15:33:40,+4917857155193,422,Normal,0.3357,Normal,0.0
2026-04-16 12:28:46,+4991142525926,476,Normal,0.1509,Normal,0.0
2026-02-15 22:46:24,+4940732959097,3,Spam,0.655,Spam,0.2
2026-05-13 06:22:12,+4916383907515,17,Normal,0.2383,Normal,0.0
2026-03-05 16:52:24,+4915745514637,10,Normal,0.3103,Normal,0.0
2026-05-16 01:59:57,+4917889766954,397,Normal,0.3828,Normal,0.0
2026-05-15 16:36:54,+4916336781481,4,Normal,0.1068,Normal,0.0
2026-03-17 17:37:13,+4915925158829,371,Normal,0.2078,Normal,0.0
2026-04-09 11:22:54,+4917802038993,227,Spam,0.6994,Spam,0.2
2026-02-23 13:01:56,+4917745674779,32,Spam,0.6543,Spam,0.2
2026-04-21 21:07:37,+4917562903564,539,Spam,0.6746,Spam,0.2
2026-04-25 04:18:37,+4923161943088,482,Normal,0.1106,Normal,0.0
2026-04-20 22:47:43,+4915247937075,178,Normal,0.3747,Normal,0.0
2026-04-26 17:28:13,+4930992464659,400,Normal,0.0667,Normal,0.0
2026-01-27 20:56:43,+4916329137719,303,Spam,0.6791,Spam,0.2
2026-02-20 07:15:13,+4917070834722,479,Normal,0.3386,Normal,0.0
2026-03-07 07:11:22,+4917941266051,249,Normal,0.2663,Normal,0.0
2026-01-28 11:16:22,+4923198600204,534,Normal,0.2349,Normal,0.0
2026-03-21 01:16:49,+4917939771933,33,Normal,0.2378,Normal,0.0
2026-03-15 23:25:20,+4930466381835,420,Normal,0.1309,Normal,0.0
2026-03-08 09:20:10,+4921156998730,392,Normal,0.1797,Normal,0.0
2026-04-06 18:27:15,+4940106578947,290,Normal,0.2949,Normal,0.0
2026-04-22 21:25:03,+4917563446891,441,Normal,0.3782,Normal,0.0
2026-04-09 20:24:03,+4916339609303,394,Normal,0.2101,Normal,0.0
2026-03-17 16:07:36,+4917949598953,154,Normal,0.3974,Normal,0.0
2026-03-14 01:39:21,+4916277917962,437,Normal,0.281,Normal,0.0
2026-04-13 01:50:42,+4915791861262,40,Normal,0.2707,Normal,0.0
2026-05-23 20:35:19,+4922150336018,596,Normal,0.1733,Normal,0.0
2026-03-10 03:25:45,+4915234462138,228,Spam,0.7223,Spam,0.2
2026-04-11 21:04:07,+4916053108060,537,Spam,0.7257,Spam,0.2
2026-03-23 07:45:57,+4917137706313,490,Normal,0.2673,Normal,0.0
2026-02-09 21:18:10,+4917166013957,400,Normal,0.2621,Normal,0.0
2026-03-04 17:28:57,+4923120946719,600,Normal,0.1443,Normal,0.0
2026-02-20 21:43:02,+4917798903678,13,Normal,0.1426,Normal,0.0
2026-02-05 19:10:59,+4916053841154,573,Normal,0.2063,Normal,0.0
2026-03-05 06:55:03,+4923195359981,60,Normal,0.2542,Normal,0.0
2026-03-10 18:37:50,+4917722845758,8,Normal,0.2544,Normal,0.0
2026-04-01 08:29:36,+4915961541115,253,Normal,0.5875,Spam,0.2
2026-05-09 02:52:47,+4915235270532,6,Normal,0.0901,Normal,0.0
2026-05-10 11:30:48,+4917135882258,97,Normal,0.1846,Normal,0.0
2026-02-26 15:35:12,+4922871547118,44,Spam,0.6936,Spam,0.2
2026-05-17 17:49:22,+4917729824457,214,Normal,0.2784,Normal,0.0
2026-03-07 13:22:29,+4917801393862,485,Normal,0.1235,Normal,0.0
2026-03-28 06:32:13,+4917626790920,528,Normal,0.2371,Normal,0.0
2026-03-29 20:26:17,+4917630349825,376,Normal,0.1431,Normal,0.0
2026-03-21 10:42:38,+4920134476470,205,Spam,0.711,Spam,0.2
2026-04-10 19:57:28,+4921123902162,213,Normal,0.2256,Normal,0.0
2026-04-15 09:09:05,+4915218376156,287,Normal,0.5488,Spam,0.2
2026-04-08 09:23:27,+4916304745506,149,Normal,0.3396,Normal,0.0
2026-03-30 06:10:36,+4917554849026,203,Normal,0.3335,Normal,0.0
2026-04-25 03:09:40,+4940686012831,448,Normal,0.1195,Normal,0.0
2026-05-02 18:07:19,+4915993128204,307,Spam,0.2704,Normal,0.0
2026-02-14 09:36:51,+4915783625795,307,Normal,0.2226,Normal,0.0
2026-04-02 00:40:59,+4916009128663,158,Normal,0.3775,Normal,0.0
2026-04-20 12:54:12,+4915951204952,28,Normal,0.4396,Normal,0.0
2026-02-02 02:38:17,+4917742324437,16,Spam,0.5626,Spam,0.2
2026-02-01 12:41:06,+4917514640159,412,Normal,0.1499,Normal,0.0
2026-05-07 08:17:00,+4917379868293,483,Normal,0.3815,Normal,0.0
2026-03-03 00:28:26,+4915133288609,406,Normal,0.4645,Normal,0.0
2026-04-20 02:46:45,+4917109592908,568,Normal,0.091,Normal,0.0
2026-03-17 05:56:09,+4922883840700,254,Normal,0.2447,Normal,0.0
2026-03-11 01:14:05,+4917399026048,404,Normal,0.445,Normal,0.0
2026-05-04 00:31:17,+4917266593277,499,Normal,0.3675,Normal,0.0
2026-04-16 17:59:54,+4921140609991,512,Normal,0.1354,Normal,0.0
2026-04-17 23:52:27,+4969033554140,231,Normal,0.1532,Normal,0.0
2026-05-02 13:35:58,+4917625087624,476,Normal,0.1199,Normal,0.0
2026-01-23 21:58:02,+4915248824597,57,Normal,0.2755,Normal,0.0
2026-02-18 08:31:15,+4940482490864,382,Normal,0.171,Normal,0.0
2026-05-17 13:46:25,+4915720404349,41,Normal,0.1016,Normal,0.0
2026-02-03 02:57:59,+4915539203841,208,Normal,0.5604,Spam,0.2
2026-02-16 22:07:09,+4917386103915,483,Normal,0.2784,Normal,0.0
2026-02-11 20:29:57,+4917071064007,111,Normal,0.3383,Normal,0.0
2026-02-09 03:56:07,+4917172742385,253,Normal,0.3908,Normal,0.0
2026-05-01 21:49:22,+4921191021404,530,Spam,0.6655,Spam,0.2
2026-05-02 11:27:56,+4917565485781,490,Normal,0.1541,Normal,0.0
2026-02-16 03:42:22,+4920190518614,238,Normal,0.2858,Normal,0.0
2026-03-07 02:27:20,+4915746108208,442,Normal,0.2333,Normal,0.0
2026-02-10 08:36:47,+4916399877812,363,Normal,0.3371,Normal,0.0
2026-05-05 13:48:27,+4940778663062,34,Normal,0.3189,Normal,0.0
2026-05-21 14:19:19,+4989911413191,25,Spam,0.7549,Spam,0.2
2026-04-26 10:14:48,+4916021349690,156,Normal,0.2627,Normal,0.0
2026-05-21 07:36:00,+4916036039950,442,Normal,0.3511,Normal,0.0
2026-05-20 10:02:01,+4917021668649,349,Normal,0.4919,Normal,0.0
2026-03-21 18:29:16,+4922854209996,160,Normal,0.2714,Normal,0.0
2026-04-17 20:44:02,+4917394291419,410,Normal,0.2463,Normal,0.0
2026-04-27 12:03:33,+4917862900244,303,Normal,0.34,Normal,0.0
2026-03-02 08:48:08,+4917680687752,27,Normal,0.3843,Normal,0.0
2026-03-25 08:41:29,+4930918846168,354,Normal,0.1723,Normal,0.0
2026-02-28 22:36:40,+4917624712036,222,Normal,0.3569,Normal,0.0
2026-04-19 05:05:17,+4989974378481,504,Normal,0.1666,Normal,0.0
2026-05-21 04:03:30,+4922861155226,141,Normal,0.2281,Normal,0.0
2026-05-04 02:18:06,+4920179750299,43,Normal,0.2055,Normal,0.0
2026-02-08 07:36:37,+4940861083006,390,Spam,0.608,Spam,0.2
2026-03-13 20:49:40,+4915543448743,104,Normal,0.2521,Normal,0.0
2026-04-16 00:01:00,+4916337809116,25,Normal,0.2393,Normal,0.0
2026-01-29 06:37:36,+4917302946722,14,Normal,0.2438,Normal,0.0
2026-04-19 03:01:12,+4915948556597,356,Normal,0.3687,Normal,0.0
2026-02-07 16:36:25,+4917776337415,13,Normal,0.1601,Normal,0.0
2026-05-07 13:18:34,+4917823510717,278,Spam,0.6916,Spam,0.2
2026-02-20 19:47:29,+4916222994895,485,Normal,0.2543,Normal,0.0
2026-01-29 04:09:01,+4922152436641,504,Normal,0.1553,Normal,0.0
2026-05-14 23:42:50,+4922841019105,288,Normal,0.2792,Normal,0.0
2026-02-05 04:38:02,+4920174738805,86,Normal,0.2319,Normal,0.0
2026-05-16 01:30:22,+4917624834520,319,Spam,0.5273,Spam,0.2
2026-03-03 22:35:36,+4917310442550,252,Normal,0.4415,Normal,0.0
2026-05-01 11:11:02,+4922117280469,34,Normal,0.2865,Normal,0.0
2026-04-28 07:33:13,+4915927854577,371,Normal,0.342,Normal,0.0
2026-05-11 14:22:13,+4915951511378,19,Spam,0.4061,Normal,0.0
2026-03-10 02:01:14,+4940582564971,415,Normal,0.1648,Normal,0.0
2026-03-10 16:44:06,+4917858451927,231,Spam,0.6671,Spam,0.2
2026-02-15 13:32:45,+4917871579646,474,Normal,0.1403,Normal,0.0
2026-05-11 13:20:49,+4916311091698,164,Normal,0.3705,Normal,0.0
2026-04-02 19:40:14,+4917100513126,530,Spam,0.3769,Normal,0.0
2026-01-28 04:55:39,+4917629096743,597,Spam,0.346,Normal,0.0
2026-02-21 01:50:26,+4917817323319,185,Normal,0.3376,Normal,0.0
2026-02-25 06:34:00,+4917308213272,494,Normal,0.3919,Normal,0.0
2026-05-16 00:01:10,+4917984523203,262,Normal,0.2405,Normal,0.0
2026-05-16 00:39:03,+4920110353312,318,Normal,0.2467,Normal,0.0
2026-01-24 12:44:46,+4915909641835,27,Normal,0.1725,Normal,0.0
2026-04-27 04:00:14,+4969017077095,304,Normal,0.2761,Normal,0.0
2026-01-31 20:27:24,+4916282197340,6,Normal,0.1253,Normal,0.0
2026-02-07 18:57:28,+4915906665586,435,Normal,0.176,Normal,0.0
2026-04-25 07:21:15,+4930487757041,377,Spam,0.3314,Normal,0.0
2026-05-04 18:11:50,+4917656382401,32,Normal,0.2457,Normal,0.0
2026-05-22 14:36:32,+4921141149274,6,Spam,0.2972,Normal,0.0
2026-04-14 11:52:48,+4991182137425,44,Normal,0.1884,Normal,0.0
2026-03-18 06:25:41,+4991154922168,541,Normal,0.3493,Normal,0.0
2026-05-07 18:21:37,+4922129937570,142,Normal,0.2788,Normal,0.0
2026-03-03 11:09:34,+4917661759292,267,Normal,0.6109,Spam,0.2
2026-03-30 16:41:27,+4940712096680,390,Normal,0.0955,Normal,0.0
2026-04-01 14:23:35,+4917011763908,274,Normal,0.5607,Spam,0.2
2026-05-06 05:42:50,+4917906599758,18,Normal,0.2455,Normal,0.0
2026-04-04 00:15:33,+4917636859578,25,Normal,0.2103,Normal,0.0
2026-02-14 07:01:17,+4915210147272,70,Normal,0.3323,Normal,0.0
2026-02-25 08:37:23,+4915970328365,438,Spam,0.5066,Spam,0.2
2026-01-25 16:29:34,+4917319590643,238,Normal,0.3683,Normal,0.0
2026-05-12 23:07:04,+4916261769632,411,Spam,0.4993,Normal,0.0
2026-04-27 10:58:36,+4917270730957,3,Normal,0.1488,Normal,0.0
2026-02-28 21:28:47,+4915789759673,367,Normal,0.1659,Normal,0.0
2026-02-05 17:20:31,+4917919445403,141,Normal,0.3062,Normal,0.0
2026-03-04 17:13:38,+4916247110254,287,Normal,0.3655,Normal,0.0
2026-03-18 00:45:26,+4917018580679,472,Spam,0.6135,Spam,0.2
2026-03-29 12:47:12,+4917728865122,359,Spam,0.2951,Normal,0.0
2026-02-20 00:19:29,+4940099283038,111,Normal,0.124,Normal,0.0
2026-04-08 03:10:20,+4917844987000,249,Normal,0.6244,Spam,0.2
2026-05-15 10:48:40,+4917697566513,348,Spam,0.6956,Spam,0.2
2026-04-02 10:37:24,+4923100328902,225,Normal,0.3449,Normal,0.0
2026-04-15 10:40:58,+4920106490836,230,Spam,0.2886,Normal,0.0
2026-04-23 07:10:59,+4915788637557,521,Normal,0.3687,Normal,0.0
2026-05-19 07:27:42,+4915783903398,27,Spam,0.6174,Spam,0.2
2026-01-29 21:28:51,+4917974197060,153,Normal,0.35,Normal,0.0
2026-02-08 10:32:44,+4923141177589,529,Normal,0.4097,Normal,0.0
2026-02-01 12:34:21,+4921126421948,505,Spam,0.1565,Normal,0.0
2026-04-08 11:40:03,+4989487165518,21,Spam,0.4106,Normal,0.0
2026-02-05 00:48:21,+4917596013359,272,Normal,0.5058,Spam,0.2
2026-02-28 11:45:57,+4921148421501,443,Normal,0.149,Normal,0.0
2026-05-01 14:05:08,+4916078700052,433,Spam,0.6612,Spam,0.2
2026-03-29 09:24:39,+4915136898334,187,Normal,0.258,Normal,0.0
2026-02-26 07:33:08,+4916351159434,258,Spam,0.6622,Spam,0.2
2026-04-19 21:33:32,+4916027529654,252,Normal,0.27,Normal,0.0
2026-02-13 20:43:22,+4917172812853,38,Normal,0.1595,Normal,0.0
2026-04-11 16:45:28,+4916040824341,198,Normal,0.242,Normal,0.0
2026-04-07 05:26:28,+4922175290865,287,Normal,0.3178,Normal,0.0
2026-05-01 21:08:26,+4916293941629,109,Normal,0.2253,Normal,0.0
2026-03-05 17:06:32,+4921142189584,239,Spam,0.6471,Spam,0.2
2026-04-08 12:44:57,+4920186780793,376,Normal,0.1294,Normal,0.0
2026-04-09 02:41:16,+4917961851704,545,Spam,0.6153,Spam,0.2
2026-04-06 01:30:12,+4920122003329,589,Normal,0.1023,Normal,0.0
2026-04-28 21:20:13,+4915282230802,344,Normal,0.4496,Normal,0.0
2026-05-16 18:22:39,+4916396315336,290,Normal,0.2602,Normal,0.0
2026-05-06 14:54:40,+4920103242273,109,Normal,0.2068,Normal,0.0
2026-04-16 22:23:16,+4915179233712,19,Normal,0.1505,Normal,0.0
2026-03-18 01:41:33,+4916063665511,381,Normal,0.3738,Normal,0.0
2026-04-19 22:40:25,+4916036333559,363,Normal,0.1642,Normal,0.0
2026-02-28 08:35:11,+4923139258881,15,Normal,0.0875,Normal,0.0
2026-05-22 07:27:43,+4917643665071,39,Spam,0.3419,Normal,0.0
2026-02-07 18:32:01,+4915155725492,523,Normal,0.2155,Normal,0.0
2026-03-23 06:57:15,+4922813081306,71,Spam,0.6213,Spam,0.2
2026-04-07 11:36:06,+4917866824218,93,Normal,0.2985,Normal,0.0
2026-03-02 07:14:30,+4917013034911,557,Normal,0.1805,Normal,0.0
2026-04-24 07:09:56,+4917631496391,567,Spam,0.3562,Normal,0.0
2026-04-21 16:41:47,+4917092764692,4,Normal,0.1166,Normal,0.0
2026-04-15 05:09:47,+4922119348452,438,Normal,0.1467,Normal,0.0
2026-04-07 21:52:04,+4989106643865,25,Normal,0.1474,Normal,0.0
2026-02-20 05:53:51,+4991183276694,15,Normal,0.0978,Normal,0.0
2026-05-17 09:57:48,+4915198704805,462,Normal,0.2282,Normal,0.0
2026-04-16 11:15:59,+4917178628376,42,Normal,0.4172,Normal,0.0
2026-03-23 04:34:20,+4930939335986,286,Spam,0.5195,Spam,0.2
2026-04-08 13:07:00,+4915737645044,253,Spam,0.6444,Spam,0.2
2026-02-17 02:01:04,+4923107985067,4,Normal,0.1313,Normal,0.0
2026-04-03 04:14:05,+4917260782330,10,Normal,0.1418,Normal,0.0
2026-01-31 03:42:54,+4917961819036,6,Normal,0.1363,Normal,0.0
2026-03-24 16:38:19,+4915917870554,588,Normal,0.1883,Normal,0.0
2026-03-23 12:43:24,+4989308357730,359,Normal,0.1014,Normal,0.0
2026-03-23 12:41:06,+4920146946069,513,Normal,0.1173,Normal,0.0
2026-05-12 07:14:46,+4917711228680,354,Normal,0.3404,Normal,0.0
2026-02-09 18:36:24,+4917954217791,35,Normal,0.2476,Normal,0.0
2026-02-28 18:20:35,+4989386250539,35,Normal,0.1171,Normal,0.0
2026-05-19 04:33:33,+4915788580941,10,Normal,0.3659,Normal,0.0
2026-04-24 12:33:28,+4917020311937,43,Normal,0.3112,Normal,0.0
2026-02-25 09:03:37,+4917617620232,558,Spam,0.6198,Spam,0.2
2026-03-08 15:10:52,+4915996163747,227,Spam,0.5552,Spam,0.2
2026-04-29 08:25:36,+4915114542221,369,Spam,0.4808,Normal,0.0
2026-05-02 22:09:29,+4917100756765,553,Spam,0.7996,Spam,0.2
2026-05-19 19:09:58,+4969840540508,513,Normal,0.1114,Normal,0.0
2026-04-16 18:14:41,+4921169299809,228,Normal,0.2973,Normal,0.0
2026-02-27 14:35:26,+4916028236030,161,Spam,0.5692,Spam,0.2
2026-02-05 12:02:38,+4922821475219,70,Normal,0.2599,Normal,0.0
2026-01-26 12:41:37,+4916230298410,251,Normal,0.4311,Normal,0.0
2026-05-02 21:22:13,+4915192925241,77,Spam,0.5104,Spam,0.2
2026-02-24 10:47:51,+4921191605852,149,Normal,0.1538,Normal,0.0
2026-01-27 11:24:49,+4915525962299,541,Normal,0.2918,Normal,0.0
2026-02-28 15:40:38,+4989725433470,291,Normal,0.2878,Normal,0.0
2026-05-09 18:30:09,+4915797637610,502,Normal,0.1755,Normal,0.0
2026-03-19 21:09:09,+4917187629702,31,Normal,0.2004,Normal,0.0
2026-04-12 10:07:25,+4917663976571,358,Spam,0.4569,Normal,0.0
2026-04-28 00:02:34,+4917391737975,18,Normal,0.3784,Normal,0.0
2026-02-16 19:23:33,+4916047417563,289,Normal,0.4533,Normal,0.0
2026-05-06 18:20:28,+4917167321102,4,Normal,0.1358,Normal,0.0
2026-01-24 06:24:30,+4917171478931,134,Normal,0.2587,Normal,0.0
2026-04-24 07:24:31,+4917815056797,58,Spam,0.5898,Spam,0.2
2026-02-14 07:03:23,+4917095828008,44,Normal,0.2346,Normal,0.0
2026-05-11 13:54:55,+4916299172962,572,Normal,0.2271,Normal,0.0
2026-02-05 20:47:18,+4989747856091,367,Normal,0.1133,Normal,0.0
2026-02-17 10:00:55,+4916082596447,333,Spam,0.707,Spam,0.2
2026-01-29 20:36:19,+4917658119510,416,Normal,0.2993,Normal,0.0
2026-04-27 21:59:19,+4917552693715,139,Normal,0.384,Normal,0.0
2026-05-20 22:10:09,+4915213124946,562,Spam,0.5673,Spam,0.2
2026-01-28 08:00:02,+4915703906825,3,Normal,0.1299,Normal,0.0
2026-05-20 10:49:09,+4917547584866,417,Normal,0.4247,Normal,0.0
2026-04-04 20:46:35,+4917789979144,21,Normal,0.292,Normal,0.0
2026-03-01 10:46:10,+4917857258722,402,Normal,0.265,Normal,0.0
2026-04-18 13:17:52,+4915945120156,305,Normal,0.1914,Normal,0.0
2026-02-13 17:53:06,+4915724123811,596,Normal,0.1503,Normal,0.0
2026-02-03 03:25:11,+4940551167272,30,Normal,0.1496,Normal,0.0
2026-04-17 20:11:50,+4916376801278,392,Normal,0.1791,Normal,0.0
2026-03-09 16:47:04,+4930083356661,30,Normal,0.404,Normal,0.0
2026-02-17 01:14:26,+4915726786723,382,Normal,0.3032,Normal,0.0
2026-02-26 11:37:24,+4917027171326,11,Spam,0.6348,Spam,0.2
2026-04-23 07:02:49,+4915282138264,428,Normal,0.3979,Normal,0.0
2026-01-24 03:10:55,+4989605778435,28,Normal,0.2128,Normal,0.0
2026-05-22 18:14:50,+4917559468273,349,Spam,0.5331,Spam,0.2
